mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	decrescendo_hairpin
106	104	413	417	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	1841											
106	104	414	418	0.75		1/4	1/4	Chord	4/4	3	1	3/16			1/8	3/2	1842											
106	104	1659/4	1675/4	0.25		7/16	7/16	Chord	4/4	3	1	1/16			1/16	1	1843											
106	104	415	419	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1844											
106	104	416	420	0.75		3/4	3/4	Chord	4/4	3	1	3/16			1/8	3/2	1845											
106	104	1667/4	1683/4	0.25		15/16	15/16	Chord	4/4	3	1	1/16			1/16	1	1846											
106	104	413	417	0.0		0	0	StaffText	4/4	4	1	0								"<font size=""6.4""/><i>perdendosi</i>"								
106	104	413	417	4.0		0	0	Chord	4/4	4	1	1			1	1	1847											
107	105	417	421	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	1848											
107	105	418	422	0.75		1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	1849											
107	105	1675/4	1691/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1850											
107	105	419	423	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1851											
107	105	839/2	847/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1852											
107	105	1679/4	1695/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1853											
107	105	420	424	0.0		3/4	3/4	Chord	4/4	1	1	0	acciaccatura		1/8	1	1854											
107	105	420	424	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1855											
107	105	841/2	849/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1856											
107	105	1683/4	1699/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1857											
107	105	417	421	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	1858											
107	105	418	422	0.75		1/4	1/4	Chord	4/4	2	1	3/16			1/8	3/2	1859											
107	105	1675/4	1691/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1860											
107	105	419	423	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1861											
107	105	420	424	0.75		3/4	3/4	Chord	4/4	2	1	3/16			1/8	3/2	1862											
107	105	1683/4	1699/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1863											
107	105	417	421	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	1864											
107	105	418	422	0.75		1/4	1/4	Chord	4/4	3	1	3/16			1/8	3/2	1865											
107	105	1675/4	1691/4	0.25		7/16	7/16	Chord	4/4	3	1	1/16			1/16	1	1866											
107	105	419	423	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1867											
107	105	420	424	0.75		3/4	3/4	Chord	4/4	3	1	3/16			1/8	3/2	1868											
107	105	1683/4	1699/4	0.25		15/16	15/16	Chord	4/4	3	1	1/16			1/16	1	1869											
107	105	417	421	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	1870											
107	105	419	423	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	1871											
108	106	421	425	2.0		0	0	Chord	4/4	1	1	1/2			1/2	1	1872											
108	106	423	427	0.0		1/2	1/2	Dynamic	4/4	1	1	0						f										
108	106	423	427	2.0		1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	1873											
108	106	421	425	0.0		0	0	Dynamic	4/4	2	1	0						f										
108	106	421	425	0.25		0	0	Chord	4/4	2	1	1/16			1/16	1	1874											
108	106	1685/4	1701/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1875											
108	106	843/2	851/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1876											
108	106	1687/4	1703/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1877											
108	106	422	426	1.0		1/4	1/4	Chord	4/4	2	1	1/4		r16	1/4	1	1878											
108	106	423	427	2.0		1/2	1/2	Chord	4/4	2	1	1/2		r16	1/2	1	1879											
108	106	421	425	0.0		0	0	Dynamic	4/4	3	1	0						f										
108	106	421	425	0.25		0	0	Chord	4/4	3	1	1/16			1/16	1	1880											
108	106	1685/4	1701/4	0.25		1/16	1/16	Chord	4/4	3	1	1/16			1/16	1	1881											
108	106	843/2	851/2	0.25		1/8	1/8	Chord	4/4	3	1	1/16			1/16	1	1882											
108	106	1687/4	1703/4	0.25		3/16	3/16	Chord	4/4	3	1	1/16			1/16	1	1883											
108	106	422	426	1.0		1/4	1/4	Chord	4/4	3	1	1/4		r16	1/4	1	1884											
108	106	423	427	2.0		1/2	1/2	Chord	4/4	3	1	1/2		r16	1/2	1	1885											
108	106	421	425	0.0		0	0	Dynamic	4/4	4	1	0						f										
108	106	421	425	0.5		0	0	Chord	4/4	4	1	1/8			1/8	1	1886											
108	106	843/2	851/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	1887											
108	106	422	426	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	1888											
108	106	845/2	853/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	1889											
108	106	423	427	2.0		1/2	1/2	Chord	4/4	4	1	1/2		r8	1/2	1	1890											
109	107	425	429	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	1891									174		
109	107	426	430	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1892									174		
109	107	427	431	1.5		1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	1893									174		
109	107	857/2	865/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1894											
109	107	425	429	2.0		0	0	Chord	4/4	2	1	1/2		r16	1/2	1	1895											
109	107	427	431	2.0		1/2	1/2	Chord	4/4	2	1	1/2		r16	1/2	1	1896											
109	107	425	429	2.0		0	0	Chord	4/4	3	1	1/2		r16	1/2	1	1897											
109	107	427	431	2.0		1/2	1/2	Chord	4/4	3	1	1/2		r16	1/2	1	1898											
109	107	425	429	2.0		0	0	Chord	4/4	4	1	1/2		r8	1/2	1	1899											
109	107	427	431	2.0		1/2	1/2	Chord	4/4	4	1	1/2		r8	1/2	1	1900											
110	108	429	433	0.0		0	0	Chord	4/4	1	1	0	grace16		1/16	1	1901											
110	108	429	433	0.0		0	0	Chord	4/4	1	1	0	grace16		1/16	1	1902											
110	108	429	433	0.0		0	0	Chord	4/4	1	1	0	grace16		1/16	1	1903											
110	108	429	433	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	1904											
110	108	859/2	867/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1905											
110	108	430	434	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1906											
110	108	863/2	871/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1907											
110	108	432	436	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1908											
110	108	865/2	873/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1909											
110	108	429	433	2.0		0	0	Chord	4/4	2	1	1/2		r16	1/2	1	1910											
110	108	431	435	2.0		1/2	1/2	Chord	4/4	2	1	1/2		r16	1/2	1	1911											
110	108	429	433	2.0		0	0	Chord	4/4	3	1	1/2		r16	1/2	1	1912											
110	108	431	435	2.0		1/2	1/2	Chord	4/4	3	1	1/2		r16	1/2	1	1913											
110	108	429	433	2.0		0	0	Chord	4/4	4	1	1/2		r8	1/2	1	1914											
110	108	431	435	2.0		1/2	1/2	Chord	4/4	4	1	1/2		r8	1/2	1	1915											
111	109	433	437	2.0		0	0	Chord	4/4	1	1	1/2			1/2	1	1916											
111	109	435	439	2.0		1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	1917											
111	109	433	437	2.0		0	0	Chord	4/4	2	1	1/2		r16	1/2	1	1918											
111	109	435	439	2.0		1/2	1/2	Chord	4/4	2	1	1/2		r16	1/2	1	1919											
111	109	433	437	2.0		0	0	Chord	4/4	3	1	1/2		r16	1/2	1	1920											
111	109	435	439	2.0		1/2	1/2	Chord	4/4	3	1	1/2		r16	1/2	1	1921											
111	109	433	437	0.5		0	0	Chord	4/4	4	1	1/8			1/8	1	1922											
111	109	867/2	875/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	1923											
111	109	434	438	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	1924											
111	109	869/2	877/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	1925											
111	109	435	439	2.0		1/2	1/2	Chord	4/4	4	1	1/2		r8	1/2	1	1926											
112	110	437	441	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	1927									175		
112	110	438	442	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1928									175		
112	110	439	443	1.5		1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	1929									175		
112	110	881/2	889/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1930											
112	110	437	441	2.0		0	0	Chord	4/4	2	1	1/2		r16	1/2	1	1931											
112	110	439	443	2.0		1/2	1/2	Chord	4/4	2	1	1/2		r16	1/2	1	1932											
112	110	437	441	2.0		0	0	Chord	4/4	3	1	1/2		r16	1/2	1	1933											
112	110	439	443	2.0		1/2	1/2	Chord	4/4	3	1	1/2		r16	1/2	1	1934											
112	110	437	441	2.0		0	0	Chord	4/4	4	1	1/2		r8	1/2	1	1935											
112	110	439	443	2.0		1/2	1/2	Chord	4/4	4	1	1/2		r8	1/2	1	1936											
113	111	441	445	0.0		0	0	Chord	4/4	1	1	0	acciaccatura		1/8	1	1937											
113	111	441	445	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	1938											
113	111	883/2	891/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1939											
113	111	442	446	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1940											
113	111	1773/4	1789/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1941									176		
113	111	887/2	895/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1942									176		
113	111	1775/4	1791/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1943											
113	111	444	448	0.25		3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1944									177		
113	111	1777/4	1793/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1945									177		
113	111	889/2	897/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1946									177		
113	111	1779/4	1795/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1947											
113	111	441	445	2.0		0	0	Chord	4/4	2	1	1/2		r16	1/2	1	1948											
113	111	443	447	2.0		1/2	1/2	Chord	4/4	2	1	1/2		r16	1/2	1	1949											
113	111	441	445	2.0		0	0	Chord	4/4	3	1	1/2		r16	1/2	1	1950											
113	111	443	447	2.0		1/2	1/2	Chord	4/4	3	1	1/2		r16	1/2	1	1951											
113	111	441	445	2.0		0	0	Chord	4/4	4	1	1/2		r8	1/2	1	1952											
113	111	443	447	2.0		1/2	1/2	Chord	4/4	4	1	1/2		r8	1/2	1	1953											
114	112	445	449	2.0		0	0	Chord	4/4	1	1	1/2			1/2	1	1954											
114	112	447	451	2.0		1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	1955											
114	112	447	451	2.0		1/2	1/2	Chord	4/4	1	2	1/2			1/2	1	1956											
114	112	445	449	2.0		0	0	Chord	4/4	2	1	1/2		r16	1/2	1	1957											
114	112	447	451	2.0		1/2	1/2	Chord	4/4	2	1	1/2		r16	1/2	1	1958											
114	112	445	449	2.0		0	0	Chord	4/4	3	1	1/2		r16	1/2	1	1959											
114	112	447	451	2.0		1/2	1/2	Chord	4/4	3	1	1/2		r16	1/2	1	1960											
114	112	445	449	2.0		0	0	Chord	4/4	4	1	1/2		r8	1/2	1	1961											
114	112	447	451	2.0		1/2	1/2	Chord	4/4	4	1	1/2		r8	1/2	1	1962											
115	113	449	453	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	1963											
115	113	450	454	0.0		1/4	1/4	Chord	4/4	1	1	0	acciaccatura		1/8	1	1964											
115	113	450	454	1.5		1/4	1/4	Chord	4/4	1	1	3/8			1/4	3/2	1965									178		
115	113	903/2	911/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1966									178		
115	113	1807/4	1823/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1967											
115	113	452	456	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1968											
115	113	905/2	913/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1969											
115	113	449	453	1.0		0	0	Chord	4/4	1	2	1/4			1/4	1	1970											
115	113	449	453	0.5		0	0	Chord	4/4	2	1	1/8			1/8	1	1971									179		
115	113	899/2	907/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1972											
115	113	450	454	1.5		1/4	1/4	Chord	4/4	2	1	3/8			1/4	3/2	1973									180		
115	113	903/2	911/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	1974									180		
115	113	1807/4	1823/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	1975											
115	113	452	456	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1976											
115	113	905/2	913/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1977											
115	113	449	453	0.5		0	0	Chord	4/4	3	1	1/8			1/8	1	1978									181		
115	113	899/2	907/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1979											
115	113	450	454	1.5		1/4	1/4	Chord	4/4	3	1	3/8			1/4	3/2	1980									182		
115	113	903/2	911/2	0.25		5/8	5/8	Chord	4/4	3	1	1/16			1/16	1	1981									182		
115	113	1807/4	1823/4	0.25		11/16	11/16	Chord	4/4	3	1	1/16			1/16	1	1982											
115	113	452	456	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1983											
115	113	905/2	913/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1984											
115	113	449	453	2.0		0	0	Chord	4/4	4	1	1/2		r8	1/2	1	1985											
115	113	451	455	2.0		1/2	1/2	Chord	4/4	4	1	1/2		r8	1/2	1	1986											
116	114	453	457	1.5		0	0	Chord	4/4	1	1	3/8			1/4	3/2	1987									183		
116	114	909/2	917/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1988											
116	114	455	459	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1989									184		
116	114	911/2	919/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1990									184		
116	114	456	460	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1991									184		
116	114	913/2	921/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1992											
116	114	453	457	1.5		0	0	Chord	4/4	2	1	3/8			1/4	3/2	1993									185		
116	114	909/2	917/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1994											
116	114	455	459	0.5		1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1995									186		
116	114	911/2	919/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1996									186		
116	114	456	460	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1997									186		
116	114	913/2	921/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1998											
116	114	453	457	1.5		0	0	Chord	4/4	3	1	3/8			1/4	3/2	1999									187		
116	114	909/2	917/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	2000											
116	114	455	459	0.5		1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	2001									188		
116	114	911/2	919/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	2002									188		
116	114	456	460	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	2003									188		
116	114	913/2	921/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	2004											
116	114	453	457	2.0		0	0	Chord	4/4	4	1	1/2		r8	1/2	1	2005											
116	114	455	459	2.0		1/2	1/2	Chord	4/4	4	1	1/2		r8	1/2	1	2006											
117	115	457	461	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2007											
117	115	458	462	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2008											
117	115	459	463	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2009											
117	115	457	461	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2010											
117	115	458	462	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2011											
117	115	459	463	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2012											
117	115	457	461	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2013											
117	115	458	462	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	2014											
117	115	459	463	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2015											
117	115	457	461	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2016											
117	115	458	462	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	2017											
117	115	459	463	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2018											
118	116	461	465	0.0		0	0	Dynamic	4/4	3	1	0						pp										
118	116	461	465	2.0		0	0	Chord	4/4	3	1	1/2			1/2	1	2019									189		
118	116	463	467	2.0		1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	2020											
119	117	465	469	0.0		0	0	Dynamic	4/4	1	1	0						pp										
119	117	465	469	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2021		articStaccatoAbove									
119	117	466	470	0.75		1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	2022		articStaccatoAbove									
119	117	1867/4	1883/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	2023		articStaccatoAbove									
119	117	467	471	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2024											
119	117	468	472	0.75		3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	2025		articStaccatoAbove									
119	117	1875/4	1891/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	2026		articStaccatoAbove									
119	117	465	469	0.0		0	0	Dynamic	4/4	2	1	0						pp										
119	117	465	469	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2027		articStaccatoAbove									
119	117	466	470	0.75		1/4	1/4	Chord	4/4	2	1	3/16			1/8	3/2	2028		articStaccatoAbove									
119	117	1867/4	1883/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	2029		articStaccatoAbove									
119	117	467	471	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2030		articStaccatoAbove									
119	117	468	472	0.75		3/4	3/4	Chord	4/4	2	1	3/16			1/8	3/2	2031		articStaccatoAbove									
119	117	1875/4	1891/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	2032		articStaccatoAbove									
119	117	465	469	2.0		0	0	Chord	4/4	3	1	1/2			1/2	1	2033											
120	118	469	473	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2034											
120	118	469	473	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2035											
120	118	469	473	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2036		articStaccatoAbove									
120	118	470	474	0.75		1/4	1/4	Chord	4/4	3	1	3/16			1/8	3/2	2037		articStaccatoAbove									
120	118	1883/4	1899/4	0.25		7/16	7/16	Chord	4/4	3	1	1/16			1/16	1	2038		articStaccatoAbove									
120	118	471	475	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2039		articStaccatoBelow									
120	118	472	476	0.75		3/4	3/4	Chord	4/4	3	1	3/16			1/8	3/2	2040		articStaccatoBelow									
120	118	1891/4	1907/4	0.25		15/16	15/16	Chord	4/4	3	1	1/16			1/16	1	2041		articStaccatoBelow									
120	118	469	473	0.0		0	0	Dynamic	4/4	4	1	0						pp										
120	118	469	473	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2042		articStaccatoAbove									
120	118	470	474	0.75		1/4	1/4	Chord	4/4	4	1	3/16			1/8	3/2	2043		articStaccatoAbove									
120	118	1883/4	1899/4	0.25		7/16	7/16	Chord	4/4	4	1	1/16			1/16	1	2044		articStaccatoAbove									
120	118	471	475	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2045		articStaccatoAbove									
120	118	472	476	0.75		3/4	3/4	Chord	4/4	4	1	3/16			1/8	3/2	2046		articStaccatoAbove									
120	118	1891/4	1907/4	0.25		15/16	15/16	Chord	4/4	4	1	1/16			1/16	1	2047		articStaccatoAbove									
121	119	473	477	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2048		articStaccatoAbove									
121	119	474	478	0.75		1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	2049		articStaccatoAbove									
121	119	1899/4	1915/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	2050		articStaccatoAbove									
121	119	475	479	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2051		articStaccatoAbove									
121	119	476	480	0.75		3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	2052		articStaccatoAbove									
121	119	1907/4	1923/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	2053		articStaccatoAbove									
121	119	473	477	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2054		articStaccatoAbove									
121	119	474	478	0.75		1/4	1/4	Chord	4/4	2	1	3/16			1/8	3/2	2055		articStaccatoAbove									
121	119	1899/4	1915/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	2056		articStaccatoAbove									
121	119	475	479	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2057		articStaccatoAbove									
121	119	476	480	0.75		3/4	3/4	Chord	4/4	2	1	3/16			1/8	3/2	2058		articStaccatoAbove									
121	119	1907/4	1923/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	2059		articStaccatoAbove									
121	119	473	477	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2060											
121	119	473	477	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2061											
122	120	477	481	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2062											
122	120	477	481	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2063											
122	120	477	481	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2064		articStaccatoAbove									
122	120	478	482	0.75		1/4	1/4	Chord	4/4	3	1	3/16			1/8	3/2	2065		articStaccatoAbove									
122	120	1915/4	1931/4	0.25		7/16	7/16	Chord	4/4	3	1	1/16			1/16	1	2066		articStaccatoAbove									
122	120	479	483	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2067		articStaccatoBelow									
122	120	480	484	0.75		3/4	3/4	Chord	4/4	3	1	3/16			1/8	3/2	2068		articStaccatoBelow									
122	120	1923/4	1939/4	0.25		15/16	15/16	Chord	4/4	3	1	1/16			1/16	1	2069		articStaccatoBelow									
122	120	477	481	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2070		articStaccatoAbove									
122	120	478	482	0.75		1/4	1/4	Chord	4/4	4	1	3/16			1/8	3/2	2071		articStaccatoAbove									
122	120	1915/4	1931/4	0.25		7/16	7/16	Chord	4/4	4	1	1/16			1/16	1	2072		articStaccatoAbove									
122	120	479	483	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2073		articStaccatoAbove									
122	120	480	484	0.75		3/4	3/4	Chord	4/4	4	1	3/16			1/8	3/2	2074		articStaccatoAbove									
122	120	1923/4	1939/4	0.25		15/16	15/16	Chord	4/4	4	1	1/16			1/16	1	2075		articStaccatoAbove									
123	121	481	485	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	2076									190		
123	121	963/2	971/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	2077									190		
123	121	1927/4	1943/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	2078									190		
123	121	482	486	0.25		1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	2079									190		
123	121	1929/4	1945/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	2080									190		
123	121	965/2	973/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	2081									190		
123	121	1931/4	1947/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	2082											
123	121	483	487	0.25		1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	2083									191		
123	121	1933/4	1949/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	2084									191		
123	121	967/2	975/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	2085									191		
123	121	1935/4	1951/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	2086									191		
123	121	484	488	0.0		3/4	3/4	Chord	4/4	1	1	0	acciaccatura		1/8	1	2087									191		
123	121	484	488	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2088									191		
123	121	969/2	977/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	2089									191		
123	121	1939/4	1955/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	2090											
123	121	481	485	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2091		articStaccatoBelow									
123	121	482	486	0.75		1/4	1/4	Chord	4/4	3	1	3/16			1/8	3/2	2092		articStaccatoBelow									
123	121	1931/4	1947/4	0.25		7/16	7/16	Chord	4/4	3	1	1/16			1/16	1	2093		articStaccatoBelow									
123	121	483	487	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2094											
123	121	481	485	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2095		articStaccatoBelow									
123	121	482	486	0.75		1/4	1/4	Chord	4/4	4	1	3/16			1/8	3/2	2096		articStaccatoBelow									
123	121	1931/4	1947/4	0.25		7/16	7/16	Chord	4/4	4	1	1/16			1/16	1	2097		articStaccatoBelow									
123	121	483	487	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2098											
124	122	485	489	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2099											
124	122	486	490	0.75		1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	2100											
124	122	1947/4	1963/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	2101											
124	122	487	491	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2102											
124	122	485	489	0.5		0	0	Chord	4/4	2	1	1/8			1/8	1	2103		articStaccatoBelow									
124	122	971/2	979/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	2104									192		
124	122	1943/4	1959/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	2105											
124	122	486	490	0.25		1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	2106									193		
124	122	1945/4	1961/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	2107									193		
124	122	973/2	981/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	2108									193		
124	122	1947/4	1963/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	2109											
124	122	487	491	0.25		1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	2110									194		
124	122	1949/4	1965/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	2111									194		
