mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin
91	91	360	360	0.0	0	0	Spanner	2/2	3	1	0															
91	91	360	360	0.0	0	0	Spanner	2/2	3	1	0															12
91	91	360	360	4.0	0	0	Chord	2/2	3	1	1			1	1	1585										12
91	91	360	360	0.0	0	0	Spanner	2/2	4	1	0															
91	91	360	360	0.0	0	0	Spanner	2/2	4	1	0															13
91	91	360	360	4.0	0	0	Chord	2/2	4	1	1			1	1	1586										13
92	92	1093/3	1093/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12			1/8	2/3	1587										
92	92	1094/3	1094/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12			1/8	2/3	1588										
92	92	365	365	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12			1/8	2/3	1589										
92	92	1096/3	1096/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12			1/8	2/3	1590										
92	92	1097/3	1097/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12			1/8	2/3	1591										
92	92	366	366	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12			1/8	2/3	1592										
92	92	1099/3	1099/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12			1/8	2/3	1593										
92	92	1100/3	1100/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12			1/8	2/3	1594										
92	92	367	367	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12			1/8	2/3	1595										
92	92	1102/3	1102/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12			1/8	2/3	1596										
92	92	1103/3	1103/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12			1/8	2/3	1597										
92	92	364	364	0.0	0	0	Spanner	2/2	2	1	0															
92	92	364	364	0.0	0	0	Spanner	2/2	2	1	0															14
92	92	364	364	4.0	0	0	Chord	2/2	2	1	1			1	1	1598										14
92	92	364	364	0.0	0	0	Spanner	2/2	3	1	0															
92	92	364	364	0.0	0	0	Spanner	2/2	3	1	0															15
92	92	364	364	4.0	0	0	Chord	2/2	3	1	1			1	1	1599										15
92	92	364	364	0.0	0	0	Spanner	2/2	4	1	0															
92	92	364	364	0.0	0	0	Spanner	2/2	4	1	0															16
92	92	364	364	4.0	0	0	Chord	2/2	4	1	1			1	1	1600										16
93	93	369	369	0.0	1/4	1/4	Dynamic	2/2	1	1	0						p									
93	93	369	369	0.75	1/4	1/4	Chord	2/2	1	1	3/16			1/8	3/2	1601										
93	93	1479/4	1479/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1602										
93	93	370	370	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1603										
93	93	368	368	0.0	0	0	Spanner	2/2	2	1	0															
93	93	369	369	0.0	1/4	1/4	Dynamic	2/2	2	1	0						p									
93	93	369	369	0.75	1/4	1/4	Chord	2/2	2	1	3/16			1/8	3/2	1604										
93	93	1479/4	1479/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16			1/16	1	1605										
93	93	370	370	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1606										
93	93	368	368	0.0	0	0	Spanner	2/2	3	1	0															
93	93	368	368	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1607										
93	93	371	371	0.0	3/4	3/4	Dynamic	2/2	3	1	0						p									
93	93	371	371	0.75	3/4	3/4	Chord	2/2	3	1	3/16			1/8	3/2	1608										
93	93	1487/4	1487/4	0.25	15/16	15/16	Chord	2/2	3	1	1/16			1/16	1	1609										
93	93	368	368	0.0	0	0	Spanner	2/2	4	1	0															
93	93	368	368	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1610										
93	93	371	371	0.0	3/4	3/4	Dynamic	2/2	4	1	0						p									
93	93	371	371	0.75	3/4	3/4	Chord	2/2	4	1	3/16			1/8	3/2	1611										
93	93	1487/4	1487/4	0.25	15/16	15/16	Chord	2/2	4	1	1/16			1/16	1	1612										
94	94	373	373	0.75	1/4	1/4	Chord	2/2	1	1	3/16			1/8	3/2	1613										
94	94	1495/4	1495/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1614										
94	94	374	374	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1615										
94	94	373	373	0.75	1/4	1/4	Chord	2/2	2	1	3/16			1/8	3/2	1616										
94	94	1495/4	1495/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16			1/16	1	1617										
94	94	374	374	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1618										
94	94	372	372	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1619										
94	94	375	375	0.75	3/4	3/4	Chord	2/2	3	1	3/16			1/8	3/2	1620										
94	94	1503/4	1503/4	0.25	15/16	15/16	Chord	2/2	3	1	1/16			1/16	1	1621										
94	94	372	372	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1622										
94	94	375	375	0.75	3/4	3/4	Chord	2/2	4	1	3/16			1/8	3/2	1623		articStaccatoAbove								
94	94	1503/4	1503/4	0.25	15/16	15/16	Chord	2/2	4	1	1/16			1/16	1	1624		articStaccatoAbove								
95	95	376	376	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1625										
95	95	377	377	0.75	1/4	1/4	Chord	2/2	1	1	3/16			1/8	3/2	1626										
95	95	1511/4	1511/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1627										
95	95	378	378	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	1628										
95	95	378	378	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1629										
95	95	379	379	0.75	3/4	3/4	Chord	2/2	2	1	3/16			1/8	3/2	1630										
95	95	1519/4	1519/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16			1/16	1	1631										
95	95	376	376	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1632										
95	95	378	378	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1633										
95	95	379	379	0.75	3/4	3/4	Chord	2/2	3	1	3/16			1/8	3/2	1634										
95	95	1519/4	1519/4	0.25	15/16	15/16	Chord	2/2	3	1	1/16			1/16	1	1635										
95	95	376	376	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1636										
95	95	1513/4	1513/4	0.25	9/16	9/16	Chord	2/2	4	1	1/16			1/16	1	1637									190	
95	95	757/2	757/2	0.25	5/8	5/8	Chord	2/2	4	1	1/16			1/16	1	1638									190	
95	95	1515/4	1515/4	0.25	11/16	11/16	Chord	2/2	4	1	1/16			1/16	1	1639										
95	95	379	379	0.25	3/4	3/4	Chord	2/2	4	1	1/16			1/16	1	1640									191	
95	95	1517/4	1517/4	0.25	13/16	13/16	Chord	2/2	4	1	1/16			1/16	1	1641									191	
95	95	759/2	759/2	0.25	7/8	7/8	Chord	2/2	4	1	1/16			1/16	1	1642									191	
95	95	1519/4	1519/4	0.25	15/16	15/16	Chord	2/2	4	1	1/16			1/16	1	1643										
96	96	380	380	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1644										
96	96	381	381	0.75	1/4	1/4	Chord	2/2	1	1	3/16			1/8	3/2	1645										
96	96	1527/4	1527/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1646										
96	96	382	382	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	1647										
96	96	380	380	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1648										
96	96	382	382	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1649										
96	96	383	383	0.75	3/4	3/4	Chord	2/2	2	1	3/16			1/8	3/2	1650										
96	96	1535/4	1535/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16			1/16	1	1651										
96	96	380	380	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1652										
96	96	382	382	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1653										
96	96	383	383	0.75	3/4	3/4	Chord	2/2	3	1	3/16			1/8	3/2	1654										
96	96	1535/4	1535/4	0.25	15/16	15/16	Chord	2/2	3	1	1/16			1/16	1	1655										
96	96	380	380	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1656										
96	96	1529/4	1529/4	0.25	9/16	9/16	Chord	2/2	4	1	1/16			1/16	1	1657									192	
96	96	765/2	765/2	0.25	5/8	5/8	Chord	2/2	4	1	1/16			1/16	1	1658									192	
96	96	1531/4	1531/4	0.25	11/16	11/16	Chord	2/2	4	1	1/16			1/16	1	1659										
96	96	383	383	0.25	3/4	3/4	Chord	2/2	4	1	1/16			1/16	1	1660									193	
96	96	1533/4	1533/4	0.25	13/16	13/16	Chord	2/2	4	1	1/16			1/16	1	1661									193	
96	96	767/2	767/2	0.25	7/8	7/8	Chord	2/2	4	1	1/16			1/16	1	1662									193	
96	96	1535/4	1535/4	0.25	15/16	15/16	Chord	2/2	4	1	1/16			1/16	1	1663										
97	97	384	384	0.0	0	0	Dynamic	2/2	1	1	0						pp									
97	97	384	384	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1664										
97	97	385	385	0.75	1/4	1/4	Chord	2/2	1	1	3/16			1/8	3/2	1665										
97	97	1543/4	1543/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1666										
97	97	386	386	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	1667										
97	97	384	384	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1668										
97	97	386	386	0.0	1/2	1/2	Dynamic	2/2	2	1	0						pp									
97	97	386	386	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1669										
97	97	387	387	0.75	3/4	3/4	Chord	2/2	2	1	3/16			1/8	3/2	1670										
97	97	1551/4	1551/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16			1/16	1	1671										
97	97	384	384	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1672										
97	97	386	386	0.0	1/2	1/2	Dynamic	2/2	3	1	0						pp									
97	97	386	386	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1673										
97	97	387	387	0.75	3/4	3/4	Chord	2/2	3	1	3/16			1/8	3/2	1674										
97	97	1551/4	1551/4	0.25	15/16	15/16	Chord	2/2	3	1	1/16			1/16	1	1675										
97	97	384	384	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1676										
97	97	1545/4	1545/4	0.0	9/16	9/16	Dynamic	2/2	4	1	0						pp									
97	97	1545/4	1545/4	0.25	9/16	9/16	Chord	2/2	4	1	1/16			1/16	1	1677									194	
97	97	773/2	773/2	0.25	5/8	5/8	Chord	2/2	4	1	1/16			1/16	1	1678									194	
97	97	1547/4	1547/4	0.25	11/16	11/16	Chord	2/2	4	1	1/16			1/16	1	1679										
97	97	387	387	0.25	3/4	3/4	Chord	2/2	4	1	1/16			1/16	1	1680									195	
97	97	1549/4	1549/4	0.25	13/16	13/16	Chord	2/2	4	1	1/16			1/16	1	1681									195	
97	97	775/2	775/2	0.25	7/8	7/8	Chord	2/2	4	1	1/16			1/16	1	1682									195	
97	97	1551/4	1551/4	0.25	15/16	15/16	Chord	2/2	4	1	1/16			1/16	1	1683										
98	98	388	388	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	1684									196	
98	98	390	390	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1685		articStaccatoAbove								
98	98	388	388	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	1686									197	
98	98	390	390	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1687										
98	98	388	388	2.0	0	0	Chord	2/2	3	1	1/2			1/2	1	1688									198	
98	98	390	390	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1689										
98	98	388	388	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1690										
98	98	389	389	1.0	1/4	1/4	Chord	2/2	4	1	1/4			1/4	1	1691										
98	98	390	390	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1692										
